Teste,Year,Month,Day,Time,Amount,Merchant Name,Is Fraud?,Swipe Transaction,Online Transaction,Chip Transaction
4724,2018,10,20,1683303120.0,146.05,7945328079774550558,No,False,False,True
4725,2018,10,23,1683273900.0,100.0,-4282466774399734331,No,False,False,True
4726,2018,10,23,1683276660.0,118.98,1913477460590765860,No,False,False,True
4727,2018,10,23,1683287640.0,94.2,-245178307025547046,No,False,False,True
4728,2018,10,25,1683291360.0,52.07,-3345936507911876459,No,False,False,True
4729,2018,10,28,1683280920.0,44.33,-727612092139916043,No,False,False,True
4730,2018,10,31,1683325500.0,15.29,1913477460590765860,No,False,False,True
4731,2018,11,3,1683279120.0,39.68,-34551508091458520,No,False,False,True
4732,2018,11,5,1683277680.0,171.6,-8826348804033622422,No,True,False,False
4733,2018,11,5,1683305760.0,45.99,-245178307025547046,No,False,False,True
4734,2018,11,8,1683279120.0,30.95,4060646732831064559,No,False,False,True
4735,2018,11,11,1683298680.0,1.49,6666504894937430109,No,False,False,True
4736,2018,11,11,1683312660.0,183.0,-8566951830324093739,No,False,False,True
4737,2018,11,12,1683278460.0,99.7,-8003206893077088175,No,False,False,True
4738,2018,11,12,1683302400.0,83.0,1799189980464955940,No,False,False,True
4739,2018,11,12,1683302940.0,-83.0,1799189980464955940,No,False,False,True
4740,2018,11,12,1683303360.0,49.77,1799189980464955940,No,False,False,True
4741,2018,11,16,1683306300.0,10.92,-5563027962555087834,No,False,False,True
4742,2018,11,17,1683327660.0,69.2,4751695835751691036,No,False,False,True
4743,2018,11,19,1683301980.0,9.96,-2744911404133435018,No,False,False,True
4744,2018,11,20,1683290820.0,46.42,-6738340320657348028,No,False,False,True
4745,2018,11,20,1683306960.0,10.09,97032797689821735,No,False,False,True
4746,2018,11,22,1683298680.0,1.63,6666504894937430109,No,False,False,True
4747,2018,11,24,1683304140.0,14.95,-2744911404133435018,No,False,False,True
4748,2018,11,25,1683289800.0,-183.0,-8566951830324093739,No,False,False,True
4749,2018,11,25,1683290580.0,151.68,-8566951830324093739,No,True,False,False
4750,2018,11,26,1683303060.0,9.09,-727612092139916043,No,False,False,True
4751,2018,11,27,1683302700.0,85.0,2027553650310142703,No,False,False,True
4752,2018,11,27,1683302940.0,59.98,2027553650310142703,No,False,False,True
4753,2018,11,27,1683304080.0,-85.0,2027553650310142703,No,False,False,True
4754,2018,11,28,1683279480.0,29.22,4060646732831064559,No,False,False,True
4755,2018,11,29,1683278160.0,140.94,2027553650310142703,No,False,False,True
4756,2018,11,29,1683289980.0,172.92,-9092677072201095172,No,False,True,False
4757,2018,11,30,1683315540.0,11.6,3527213246127876953,No,False,False,True
4758,2018,12,1,1683302880.0,9.83,4060646732831064559,No,False,False,True
4759,2018,12,4,1683279720.0,41.37,-727612092139916043,No,False,False,True
4760,2018,12,4,1683328260.0,161.3,838425044734233142,No,False,False,True
4761,2018,12,7,1683279660.0,27.71,5817218446178736267,No,False,False,True
4762,2018,12,8,1683279240.0,42.92,-34551508091458520,No,False,False,True
4763,2018,12,9,1683290700.0,75.25,-3345936507911876459,No,False,False,True
4764,2018,12,11,1683277440.0,128.0,-727612092139916043,No,False,False,True
4765,2018,12,12,1683280560.0,28.27,-727612092139916043,No,False,False,True
4766,2018,12,13,1683277560.0,120.0,-4282466774399734331,No,False,False,True
4767,2018,12,16,1683301920.0,12.85,4060646732831064559,No,False,False,True
4768,2018,12,16,1683303900.0,68.77,-7146670748125200898,No,False,False,True
4769,2018,12,17,1683280620.0,49.23,-5475680618560174533,No,False,False,True
4770,2018,12,18,1683279120.0,28.53,-34551508091458520,No,False,False,True
4771,2018,12,23,1683277800.0,115.78,4060646732831064559,No,False,False,True
4772,2018,12,26,1683332160.0,189.64,4241336128694185533,No,False,True,False
4773,2018,12,30,1683286620.0,27.28,3952145593743244256,No,False,False,True
4774,2018,12,30,1683328380.0,265.0,483490033258680568,No,False,False,True
4775,2018,12,31,1683302880.0,10.18,1139640404793641563,No,False,False,True
4776,2019,1,5,1683277320.0,120.3,7522433618679272954,No,False,False,True
4777,2019,1,6,1683328200.0,68.43,-2744911404133435018,No,False,False,True
4778,2019,1,9,1683292680.0,59.17,-4693979874497918566,No,False,False,True
4779,2019,1,11,1683303180.0,16.07,7522433618679272954,No,False,False,True
4780,2019,1,12,1683276840.0,132.82,1913477460590765860,No,False,False,True
4781,2019,1,13,1683256560.0,120.8,1270471339275628505,No,False,False,True
4782,2019,1,13,1683256800.0,-265.0,483490033258680568,No,False,False,True
4783,2019,1,13,1683257160.0,141.05,483490033258680568,No,False,False,True
4784,2019,1,13,1683277320.0,159.13,-34551508091458520,No,False,False,True
4785,2019,1,18,1683283920.0,37.96,5817218446178736267,No,False,False,True
4786,2019,1,22,1683316080.0,27.29,838425044734233142,No,False,False,True
4787,2019,1,22,1683329340.0,37.45,-4500542936415012428,No,False,False,True
4788,2019,1,26,1683277380.0,82.98,1913477460590765860,No,False,False,True
4789,2019,1,26,1683329280.0,159.65,4241336128694185533,No,False,True,False
4790,2019,1,28,1683293640.0,25.87,-86825621511712373,No,False,False,True
4791,2019,1,28,1683305940.0,70.5,-5904116920141006298,No,False,False,True
4792,2019,1,29,1683280560.0,131.32,5817218446178736267,No,False,False,True
4793,2019,1,30,1683302520.0,11.29,4060646732831064559,No,False,False,True
4794,2019,1,31,1683289980.0,70.85,4055257078481058705,No,False,False,True
4795,2019,2,10,1683280380.0,161.2,-727612092139916043,No,False,False,True
4796,2019,2,10,1683297480.0,1.54,6666504894937430109,No,False,False,True
4797,2019,2,10,1683303300.0,31.68,-6160036380778658394,No,False,True,False
4798,2019,2,14,1683328740.0,65.16,-5023497618971072366,No,False,False,True
4799,2019,2,16,1683290460.0,74.53,3952145593743244256,No,False,False,True
4800,2019,2,17,1683276180.0,155.04,2027553650310142703,No,False,False,True
4801,2019,2,17,1683277440.0,38.92,-5475680618560174533,No,False,False,True
4802,2019,2,20,1683302820.0,12.94,-4500542936415012428,No,False,False,True
4803,2019,2,21,1683279540.0,38.81,-727612092139916043,No,False,False,True
4804,2019,2,23,1683279960.0,50.11,-727612092139916043,No,False,False,True
4805,2019,2,24,1683278760.0,139.51,-7421093378627544099,No,False,True,False
4806,2019,2,26,1683279240.0,40.16,5817218446178736267,No,False,False,True
4807,2019,3,2,1683289260.0,29.37,4055257078481058705,No,False,False,True
4808,2019,3,3,1683280200.0,122.99,2027553650310142703,No,False,False,True
4809,2019,3,4,1683290400.0,61.21,-3345936507911876459,No,False,False,True
4810,2019,3,4,1683308880.0,78.23,-303858256154265716,No,False,False,True
4811,2019,3,8,1683280080.0,36.31,-34551508091458520,No,False,False,True
4812,2019,3,15,1683280320.0,48.37,5817218446178736267,No,False,False,True
4813,2019,3,18,1683279000.0,36.71,-727612092139916043,No,False,False,True
4814,2019,3,18,1683288960.0,61.89,4055257078481058705,No,False,False,True
4815,2019,3,18,1683316080.0,25.67,4241336128694185533,No,False,True,False
4816,2019,3,21,1683279720.0,35.8,-727612092139916043,No,False,False,True
4817,2019,3,25,1683304140.0,5.03,2027553650310142703,No,False,False,True
4818,2019,3,26,1683280860.0,38.82,-5475680618560174533,No,False,False,True
4819,2019,3,26,1683315840.0,17.44,-245178307025547046,No,False,False,True
4820,2019,3,27,1683278700.0,106.67,1913477460590765860,No,False,False,True
4821,2019,3,29,1683303960.0,6.56,-1605794445852049456,No,True,False,False
4822,2019,3,30,1683280320.0,34.99,-5475680618560174533,No,False,False,True
4823,2019,3,30,1683305580.0,6.96,1913477460590765860,No,False,False,True
4824,2019,3,31,1683277200.0,126.63,-727612092139916043,No,False,False,True
4825,2019,4,1,1683310320.0,4.79,356025483272339731,No,True,False,False
4826,2019,4,7,1683280740.0,43.59,-727612092139916043,No,False,False,True
4827,2019,4,14,1683280320.0,29.13,5817218446178736267,No,False,False,True
4828,2019,4,15,1683276960.0,130.47,2027553650310142703,No,False,False,True
4829,2019,4,15,1683278100.0,124.12,5817218446178736267,No,False,False,True
4830,2019,4,18,1683319260.0,7.38,-521141999023077663,No,False,True,False
4831,2019,4,19,1683279480.0,128.9,-245178307025547046,No,False,False,True
4832,2019,4,21,1683279480.0,40.99,5817218446178736267,No,False,False,True
4833,2019,4,27,1683280560.0,32.81,-34551508091458520,No,False,False,True
4834,2019,4,28,1683279660.0,32.87,-34551508091458520,No,False,False,True
4835,2019,4,28,1683305820.0,65.85,1878448597312197393,No,False,False,True
4836,2019,4,30,1683281520.0,120.0,-4282466774399734331,No,False,False,True
4837,2019,4,30,1683281520.0,140.0,-4282466774399734331,No,False,False,True
4838,2019,5,1,1683277440.0,103.97,-727612092139916043,No,False,False,True
4839,2019,5,1,1683329040.0,81.6,-4500542936415012428,No,False,False,True
4840,2019,5,7,1683277440.0,129.49,4060646732831064559,No,False,False,True
4841,2019,5,8,1683315660.0,37.69,4241336128694185533,No,False,True,False
4842,2019,5,9,1683303000.0,47.53,2027553650310142703,No,False,False,True
4843,2019,5,9,1683303060.0,95.0,2027553650310142703,No,False,False,True
4844,2019,5,9,1683303900.0,-95.0,2027553650310142703,No,False,False,True
4845,2019,5,9,1683304200.0,60.6,5817218446178736267,No,False,False,True
4846,2019,5,10,1683288900.0,74.56,-245178307025547046,No,False,False,True
4847,2019,5,12,1683280620.0,59.86,5817218446178736267,No,False,False,True
4848,2019,5,13,1683278640.0,123.97,3527213246127876953,No,False,False,True
4849,2019,5,17,1683318780.0,9.13,-521141999023077663,No,False,True,False
4850,2019,5,19,1683279180.0,48.96,4060646732831064559,No,False,False,True
4851,2019,5,20,1683303840.0,6.5,-5023497618971072366,No,False,False,True
4852,2019,5,24,1683278400.0,100.71,5817218446178736267,No,False,False,True
4853,2019,5,25,1683316740.0,10.3,-727612092139916043,No,False,False,True
4854,2019,5,26,1683315420.0,27.49,4241336128694185533,No,False,True,False
4855,2019,5,27,1683305340.0,66.81,-3220758452254689706,No,False,False,True
4856,2019,5,29,1683278460.0,145.16,4060646732831064559,No,False,False,True
4857,2019,5,30,1683278160.0,121.1,-245178307025547046,No,False,False,True
4858,2019,5,30,1683303240.0,10.75,-5023497618971072366,No,False,False,True
4859,2019,5,31,1683304800.0,8.64,3527213246127876953,No,False,False,True
4860,2019,5,31,1683333840.0,33.45,-5413376491460213491,No,False,False,True
4861,2019,6,2,1683278280.0,141.72,3527213246127876953,No,False,False,True
4862,2019,6,4,1683290580.0,64.05,4055257078481058705,No,False,False,True
4863,2019,6,5,1683277800.0,31.49,-34551508091458520,No,False,False,True
4864,2019,6,6,1683316380.0,23.1,4241336128694185533,No,False,True,False
4865,2019,6,7,1683303360.0,11.2,-4500542936415012428,No,False,False,True
4866,2019,6,8,1683279720.0,38.23,-727612092139916043,No,False,False,True
4867,2019,6,9,1683279840.0,43.57,-5475680618560174533,No,False,False,True
4868,2019,6,10,1683303840.0,11.68,-5023497618971072366,No,False,False,True
4869,2019,6,12,1683277980.0,162.44,-34551508091458520,No,False,False,True
4870,2019,6,13,1683280380.0,45.66,-5475680618560174533,No,False,False,True
4871,2019,6,17,1683277380.0,152.54,1913477460590765860,No,False,False,True
4872,2019,6,17,1683291420.0,68.12,4055257078481058705,No,False,False,True
4873,2019,6,21,1683295500.0,17.22,9137769173591184401,No,False,False,True
4874,2019,6,23,1683278280.0,106.25,2027553650310142703,No,False,False,True
4875,2019,6,23,1683327900.0,69.17,-1605794445852049456,No,True,False,False
4876,2019,6,25,1683277920.0,138.29,2027553650310142703,No,False,False,True
4877,2019,6,27,1683279600.0,24.73,5817218446178736267,No,False,False,True
4878,2019,6,30,1683278400.0,123.09,2027553650310142703,No,False,False,True
4879,2019,6,30,1683279600.0,16.55,-34551508091458520,No,False,False,True
4880,2019,7,1,1683313860.0,70.22,3414527459579106770,No,False,False,True
4881,2019,7,4,1683326280.0,74.87,-1605794445852049456,No,True,False,False
4882,2019,7,5,1683279300.0,24.27,4060646732831064559,No,False,False,True
4883,2019,7,6,1683276240.0,129.72,-727612092139916043,No,False,False,True
4884,2019,7,8,1683280740.0,36.86,5817218446178736267,No,False,False,True
4885,2019,7,8,1683301800.0,52.86,2027553650310142703,No,False,False,True
4886,2019,7,8,1683301980.0,93.0,2027553650310142703,No,False,False,True
4887,2019,7,8,1683302160.0,-93.0,2027553650310142703,No,False,False,True
4888,2019,7,11,1683279360.0,46.77,5817218446178736267,No,False,False,True
4889,2019,7,12,1683278820.0,40.24,-727612092139916043,No,False,False,True
4890,2019,7,12,1683280200.0,53.79,-34551508091458520,No,False,False,True
4891,2019,7,15,1683277920.0,152.35,1913477460590765860,No,False,False,True
4892,2019,7,16,1683305400.0,3.81,356025483272339731,No,True,False,False
4893,2019,7,16,1683330780.0,94.79,-4500542936415012428,No,False,False,True
4894,2019,7,18,1683326520.0,472.14,-811651038065591449,No,False,False,True
4895,2019,7,20,1683278100.0,147.63,-7421093378627544099,No,False,True,False
4896,2019,7,21,1683277320.0,100.0,-4282466774399734331,No,False,False,True
4897,2019,7,24,1683278040.0,59.62,1913477460590765860,No,False,False,True
4898,2019,7,25,1683334200.0,23.17,-3265671264153192329,No,False,False,True
4899,2019,7,26,1683279060.0,35.22,-34551508091458520,No,False,False,True
4900,2019,7,27,1683278880.0,34.08,4060646732831064559,No,False,False,True
4901,2019,7,27,1683280800.0,39.03,-34551508091458520,No,False,False,True
4902,2019,7,29,1683289380.0,64.76,-3345936507911876459,No,False,False,True
4903,2019,8,3,1683289860.0,59.24,3952145593743244256,No,False,False,True
4904,2019,8,6,1683280380.0,40.97,4060646732831064559,No,False,False,True
4905,2019,8,12,1683280020.0,60.21,-727612092139916043,No,False,False,True
4906,2019,8,18,1683278940.0,124.36,1913477460590765860,No,False,False,True
4907,2019,8,18,1683279060.0,35.73,-5475680618560174533,No,False,False,True
4908,2019,8,19,1683277680.0,124.96,-727612092139916043,No,False,False,True
4909,2019,8,19,1683305460.0,65.03,-245178307025547046,No,False,False,True
4910,2019,8,21,1683276300.0,129.06,-245178307025547046,No,False,False,True
4911,2019,8,22,1683279300.0,39.19,-727612092139916043,No,False,False,True
4912,2019,8,25,1683280740.0,38.65,-727612092139916043,No,False,False,True
4913,2019,8,26,1683279060.0,36.72,-5475680618560174533,No,False,False,True
4914,2019,8,27,1683280020.0,28.11,-727612092139916043,No,False,False,True
4915,2019,8,27,1683308100.0,79.58,-245178307025547046,No,False,False,True
4916,2019,8,27,1683329280.0,65.35,-4500542936415012428,No,False,False,True
4917,2019,8,31,1683328080.0,46.93,-4241409341442030551,No,False,True,False
4918,2019,9,1,1683279960.0,28.55,5817218446178736267,No,False,False,True
4919,2019,9,1,1683303840.0,11.92,-4500542936415012428,No,False,False,True
4920,2019,9,2,1683278640.0,134.88,5817218446178736267,No,False,False,True
4921,2019,9,3,1683277920.0,147.12,4060646732831064559,No,False,False,True
4922,2019,9,6,1683280020.0,54.2,-5475680618560174533,No,False,False,True
4923,2019,9,8,1683288420.0,99.14,-3220758452254689706,No,False,False,True
4924,2019,9,9,1683279660.0,132.99,3527213246127876953,No,False,False,True
4925,2019,9,12,1683280320.0,32.06,-5475680618560174533,No,False,False,True
4926,2019,9,12,1683327900.0,75.3,-4500542936415012428,No,False,False,True
4927,2019,9,14,1683329340.0,154.33,4241336128694185533,No,False,True,False
4928,2019,9,16,1683280380.0,33.59,4060646732831064559,No,False,False,True
4929,2019,9,17,1683290880.0,67.85,4055257078481058705,No,False,False,True
4930,2019,9,18,1683277980.0,141.05,-727612092139916043,No,False,False,True
4931,2019,9,22,1683303120.0,10.91,2027553650310142703,No,False,False,True
4932,2019,9,25,1683294060.0,1.15,-34551508091458520,No,False,False,True
4933,2019,9,26,1683278880.0,132.61,5817218446178736267,No,False,False,True
4934,2019,9,30,1683280020.0,124.38,4060646732831064559,No,False,False,True
4935,2019,10,2,1683280080.0,49.04,-34551508091458520,No,False,False,True
4936,2019,10,3,1683280620.0,44.61,4060646732831064559,No,False,False,True
4937,2019,10,4,1683280440.0,38.71,-5475680618560174533,No,False,False,True
4938,2019,10,4,1683303780.0,10.17,-5023497618971072366,No,False,False,True
4939,2019,10,7,1683279660.0,23.32,-34551508091458520,No,False,False,True
4940,2019,10,9,1683304260.0,74.45,-34551508091458520,No,False,False,True
4941,2019,10,10,1683278880.0,148.97,1913477460590765860,No,False,False,True
4942,2019,10,11,1683277440.0,149.49,1913477460590765860,No,False,False,True
4943,2019,10,11,1683280500.0,135.63,5817218446178736267,No,False,False,True
4944,2019,10,12,1683278820.0,137.65,2027553650310142703,No,False,False,True
4945,2019,10,12,1683279000.0,70.14,-727612092139916043,No,False,False,True
4946,2019,10,12,1683301620.0,32.16,3189517333335617109,No,False,False,True
4947,2019,10,13,1683277500.0,130.03,4060646732831064559,No,False,False,True
4948,2019,10,14,1683279360.0,37.31,4060646732831064559,No,False,False,True
4949,2019,10,14,1683332400.0,50.41,5805127065224074672,No,False,True,False
4950,2019,10,18,1683280740.0,80.0,-4282466774399734331,No,False,False,True
4951,2019,10,18,1683327600.0,62.8,-1046622217034093949,No,False,False,True
4952,2019,10,20,1683280920.0,44.7,-5475680618560174533,No,False,False,True
4953,2019,10,21,1683303300.0,14.34,-8733402887366759764,No,False,False,True
4954,2019,10,25,1683329340.0,62.43,-5095428811101387162,No,False,False,True
4955,2019,10,27,1683278940.0,137.3,-245178307025547046,No,False,False,True
4956,2019,10,27,1683280140.0,37.26,5817218446178736267,No,False,False,True
4957,2019,10,29,1683278160.0,122.76,1913477460590765860,No,False,False,True
4958,2019,10,29,1683294540.0,2.1,5817218446178736267,No,False,False,True
4959,2019,11,1,1683278220.0,121.2,-727612092139916043,No,False,False,True
4960,2019,11,3,1683305760.0,11.64,-4500542936415012428,No,False,False,True
4961,2019,11,8,1683279420.0,46.87,4060646732831064559,No,False,False,True
4962,2019,11,8,1683280320.0,86.59,4060646732831064559,No,False,False,True
4963,2019,11,10,1683315420.0,44.08,4241336128694185533,No,False,True,False
4964,2019,11,11,1683302640.0,62.0,-1288082279022882052,No,False,False,True
4965,2019,11,11,1683302640.0,49.32,-1288082279022882052,No,False,False,True
4966,2019,11,11,1683303540.0,-62.0,-1288082279022882052,No,False,False,True
4967,2019,11,13,1683302040.0,31.4,-5693635707082433953,No,False,False,True
4968,2019,11,14,1683278100.0,134.06,-727612092139916043,No,False,False,True
4969,2019,11,19,1683328560.0,34.71,-4500542936415012428,No,False,False,True
4970,2019,11,24,1683278940.0,134.61,1913477460590765860,No,False,False,True
4971,2019,11,24,1683329160.0,57.25,-1605794445852049456,No,True,False,False
4972,2019,11,25,1683302520.0,10.67,7522433618679272954,No,False,False,True
4973,2019,12,1,1683304380.0,46.47,6661973303171003879,No,False,False,True
4974,2019,12,1,1683315480.0,13.45,1878448597312197393,No,False,False,True
4975,2019,12,2,1683278460.0,135.58,-727612092139916043,No,False,False,True
4976,2019,12,8,1683329340.0,84.38,-5023497618971072366,No,False,False,True
4977,2019,12,9,1683325020.0,70.13,-4500542936415012428,No,False,False,True
4978,2019,12,12,1683278820.0,101.5,3527213246127876953,No,False,False,True
4979,2019,12,14,1683304560.0,61.66,4060646732831064559,No,False,False,True
4980,2019,12,18,1683329520.0,69.29,-1605794445852049456,No,True,False,False
4981,2019,12,21,1683278220.0,109.0,1913477460590765860,No,False,False,True
4982,2019,12,25,1683278340.0,104.39,3527213246127876953,No,False,False,True
4983,2020,1,1,1683278040.0,88.88,-8826348804033622422,No,False,False,True
4984,2020,1,2,1683278220.0,145.57,4319011153593601999,No,False,False,True
4985,2020,1,3,1683277440.0,123.17,-245178307025547046,No,False,False,True
4986,2020,1,5,1683318900.0,4.85,-521141999023077663,No,False,True,False
4987,2020,1,6,1683278160.0,121.3,-8826348804033622422,No,False,False,True
4988,2020,1,10,1683277320.0,119.45,5817218446178736267,No,False,False,True
4989,2020,1,16,1683291120.0,34.19,4055257078481058705,No,False,False,True
4990,2020,1,17,1683291360.0,35.67,4055257078481058705,No,False,False,True
4991,2020,1,18,1683279120.0,39.41,4060646732831064559,No,False,False,True
4992,2020,1,21,1683275100.0,140.61,-34551508091458520,No,False,False,True
4993,2020,1,21,1683288540.0,44.98,3952145593743244256,No,False,False,True
4994,2020,1,22,1683280380.0,36.48,4722913068560264812,No,False,False,True
4995,2020,1,24,1683277680.0,116.3,-245178307025547046,No,False,False,True
4996,2020,1,24,1683318360.0,15.95,8080934608468946743,No,False,False,True
4997,2020,1,27,1683280200.0,146.1,3527213246127876953,No,False,False,True
4998,2020,1,29,1683280140.0,13.08,-727612092139916043,No,False,False,True
4999,2020,1,31,1683301320.0,73.42,-7146670748125200898,No,False,False,True
5000,2020,2,7,1683319560.0,6.81,6455213054093379528,No,False,True,False
5001,2020,2,9,1683328140.0,65.9,-4500542936415012428,No,False,False,True
5002,2020,2,10,1683280320.0,39.39,-727612092139916043,No,False,False,True
5003,2020,2,10,1683328440.0,14.16,5817218446178736267,No,False,False,True
5004,2020,2,11,1683302880.0,82.88,-9092677072201095172,No,False,True,False
5005,2020,2,16,1683298200.0,1.75,6666504894937430109,No,False,False,True
5006,2020,2,18,1683277800.0,119.87,4060646732831064559,No,False,False,True
5007,2020,2,20,1683278640.0,172.81,5817218446178736267,No,False,False,True
5008,2020,2,25,1683280320.0,19.97,4060646732831064559,No,False,False,True
5009,2020,2,26,1683290460.0,63.9,2438846973070764815,No,False,False,True
5010,2020,2,27,1683301260.0,10.58,5205099864768539121,No,False,False,True
5011,2014,4,9,1683305580.0,56.29,-5904116920141006298,No,True,False,False
5012,2014,4,10,1683279480.0,41.67,-5475680618560174533,No,True,False,False
5013,2014,4,11,1683289980.0,42.22,4055257078481058705,No,True,False,False
5014,2014,4,14,1683278040.0,143.55,-245178307025547046,No,True,False,False
5015,2014,4,16,1683280200.0,19.97,-727612092139916043,No,True,False,False
5016,2014,4,16,1683294000.0,24.78,-86825621511712373,No,True,False,False
5017,2014,4,17,1683279960.0,114.03,2027553650310142703,No,True,False,False
5018,2014,4,18,1683277740.0,131.98,-245178307025547046,No,True,False,False
5019,2014,4,22,1683280740.0,43.39,-5475680618560174533,No,True,False,False
5020,2014,4,24,1683317580.0,6.22,-521141999023077663,No,False,True,False
5021,2014,4,25,1683331080.0,50.2,-9092677072201095172,No,False,True,False
5022,2014,4,27,1683291000.0,54.26,3952145593743244256,No,True,False,False
5023,2014,4,29,1683280380.0,20.61,4060646732831064559,No,True,False,False
5024,2014,4,30,1683294060.0,2.59,-7232193519160172381,No,True,False,False
5025,2014,4,30,1683327660.0,75.11,-5023497618971072366,No,True,False,False
5026,2014,5,6,1683279960.0,42.8,-5475680618560174533,No,True,False,False
5027,2014,5,6,1683324480.0,13.49,3527213246127876953,No,True,False,False
5028,2014,5,10,1683290700.0,158.14,7945328079774550558,No,True,False,False
5029,2014,5,11,1683301680.0,6.29,2027553650310142703,No,True,False,False
5030,2014,5,14,1683284160.0,35.16,5817218446178736267,No,True,False,False
5031,2014,5,15,1683277260.0,116.63,5817218446178736267,No,True,False,False
5032,2014,5,16,1683278460.0,111.85,-245178307025547046,No,True,False,False
5033,2014,5,16,1683303360.0,10.97,2027553650310142703,No,True,False,False
5034,2014,5,17,1683277260.0,149.22,5817218446178736267,No,True,False,False
5035,2014,5,17,1683280260.0,21.73,-34551508091458520,No,True,False,False
5036,2014,5,17,1683307080.0,4.47,2027553650310142703,No,True,False,False
5037,2014,5,21,1683302820.0,56.88,-1288082279022882052,No,True,False,False
5038,2014,5,21,1683303000.0,61.0,-1288082279022882052,No,True,False,False
5039,2014,5,21,1683304020.0,-61.0,-1288082279022882052,No,True,False,False
5040,2014,6,1,1683278160.0,172.21,-34551508091458520,No,True,False,False
5041,2014,6,1,1683305220.0,42.84,-1288082279022882052,No,True,False,False
5042,2014,6,1,1683305520.0,-58.0,-1288082279022882052,No,True,False,False
5043,2014,6,1,1683305580.0,58.0,-1288082279022882052,No,True,False,False
5044,2014,6,4,1683291420.0,194.84,-9092677072201095172,No,False,True,False
5045,2014,6,5,1683279660.0,38.65,-34551508091458520,No,True,False,False
5046,2014,6,11,1683279900.0,36.2,5817218446178736267,No,True,False,False
5047,2014,6,13,1683305640.0,131.39,7945328079774550558,No,True,False,False
5048,2014,6,15,1683279960.0,15.62,-5475680618560174533,No,True,False,False
5049,2014,6,16,1683284040.0,47.16,170491238251862552,No,False,True,False
5050,2014,6,17,1683328440.0,79.1,-4500542936415012428,No,True,False,False
5051,2014,6,18,1683277260.0,117.46,2027553650310142703,No,True,False,False
5052,2014,6,22,1683280380.0,31.89,-727612092139916043,No,True,False,False
5053,2014,6,23,1683298200.0,19.88,-4752064311331295725,No,True,False,False
5054,2014,6,25,1683307560.0,13.32,8947800840411535776,No,True,False,False
5055,2014,6,25,1683315900.0,34.83,-3693650930986299431,No,True,False,False
5056,2014,6,26,1683318120.0,26.26,4241336128694185533,No,False,True,False
5057,2014,6,27,1683278520.0,130.72,-34551508091458520,No,True,False,False
5058,2014,7,5,1683278040.0,109.39,-727612092139916043,No,True,False,False
5059,2014,7,5,1683302400.0,-68.0,2027553650310142703,No,True,False,False
5060,2014,7,5,1683303240.0,58.68,2027553650310142703,No,True,False,False
5061,2014,7,5,1683303420.0,68.0,2027553650310142703,No,True,False,False
5062,2014,7,14,1683278220.0,140.81,4060646732831064559,No,True,False,False
5063,2014,7,16,1683277260.0,77.1,-727612092139916043,No,True,False,False
5064,2014,7,18,1683274740.0,124.48,5817218446178736267,No,True,False,False
5065,2014,7,19,1683277560.0,150.99,-727612092139916043,No,True,False,False
5066,2014,7,20,1683279960.0,49.47,-5475680618560174533,No,True,False,False
5067,2014,7,20,1683291120.0,62.69,3952145593743244256,No,True,False,False
5068,2014,7,22,1683299280.0,13.36,-4500542936415012428,No,True,False,False
5069,2014,7,23,1683278220.0,130.72,2027553650310142703,No,True,False,False
5070,2014,7,24,1683277860.0,31.6,4060646732831064559,No,True,False,False
5071,2014,7,25,1683316560.0,33.22,838425044734233142,No,True,False,False
5072,2014,7,26,1683277920.0,127.15,-34551508091458520,No,True,False,False
5073,2014,7,29,1683277500.0,154.21,1913477460590765860,No,True,False,False
5074,2014,8,2,1683279540.0,42.33,5817218446178736267,No,True,False,False
5075,2014,8,2,1683298500.0,32.55,3527213246127876953,No,True,False,False
5076,2014,8,3,1683279000.0,166.1,-34551508091458520,No,True,False,False
5077,2014,8,9,1683303900.0,10.47,-5162038175624867091,No,True,False,False
5078,2014,8,12,1683329040.0,64.98,-5023497618971072366,No,True,False,False
5079,2014,8,14,1683294420.0,2.73,-7232193519160172381,No,True,False,False
5080,2014,8,16,1683279960.0,36.29,4060646732831064559,No,True,False,False
5081,2014,8,18,1683280380.0,36.96,4060646732831064559,No,True,False,False
5082,2014,8,24,1683279480.0,29.93,5817218446178736267,No,True,False,False
5083,2014,8,29,1683275580.0,37.67,5817218446178736267,No,True,False,False
5084,2014,8,31,1683316320.0,15.97,-245178307025547046,No,True,False,False
5085,2014,9,1,1683277500.0,100.88,-727612092139916043,No,True,False,False
5086,2014,9,1,1683306900.0,32.91,-5904116920141006298,No,True,False,False
5087,2014,9,1,1683307140.0,3.48,-727612092139916043,No,True,False,False
5088,2014,9,3,1683325440.0,14.12,4060646732831064559,No,True,False,False
5089,2014,9,4,1683319080.0,6.84,-521141999023077663,No,False,True,False
5090,2014,9,4,1683329640.0,50.64,5805127065224074672,No,False,True,False
5091,2014,9,7,1683277680.0,119.12,1913477460590765860,No,True,False,False
5092,2014,9,7,1683280620.0,158.26,1913477460590765860,No,True,False,False
5093,2014,9,7,1683302580.0,85.0,-1288082279022882052,No,True,False,False
5094,2014,9,7,1683302580.0,-85.0,-1288082279022882052,No,True,False,False
5095,2014,9,7,1683303360.0,37.93,-1288082279022882052,No,True,False,False
5096,2014,9,7,1683303540.0,9.98,-5023497618971072366,No,True,False,False
