Amount,Use Chip,MCC,Has Chip,Merchant Latitude,Merchant Longitude,Month,Day of Week,Day,Hour,Distance to Merchant,Latitude,Longitude,Age,Is Fraud
98.32,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,4.0,5.0,20.0,16.0,1552.0345513740497,40.74,-74.33,56.0,0.0
24.81,0.0,5814.0,1.0,30.7544,-88.2667,3.0,1.0,26.0,12.0,1673.8704094998386,40.74,-74.33,56.0,0.0
70.02,1.0,4784.0,0.0,37.42488662030914,-91.83121755030102,3.0,4.0,1.0,16.0,1552.0345513740497,40.74,-74.33,56.0,0.0
68.78,1.0,4784.0,0.0,37.42488662030914,-91.83121755030102,2.0,4.0,22.0,15.0,1552.0345513740497,40.74,-74.33,56.0,0.0
95.11,1.0,4784.0,0.0,37.42488662030914,-91.83121755030102,1.0,5.0,19.0,22.0,1552.0345513740497,40.74,-74.33,56.0,0.0
101.82,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,1.0,6.0,13.0,15.0,1552.0345513740497,40.74,-74.33,56.0,0.0
67.65,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,1.0,3.0,3.0,15.0,1552.0345513740497,40.74,-74.33,56.0,0.0
9.41,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,1.0,2.0,29.0,11.0,380.2745190533778,40.8,-91.12,49.0,0.0
10.75,0.0,5411.0,1.0,40.8087,-91.117,1.0,5.0,25.0,13.0,0.9998068664728592,40.8,-91.12,49.0,0.0
20.12,0.0,5921.0,1.0,41.6355,-91.5016,11.0,2.0,6.0,14.0,98.23298355428012,40.8,-91.12,48.0,0.0
182.1,1.0,4899.0,1.0,37.42488662030914,-91.83121755030102,10.0,6.0,6.0,15.0,380.2745190533778,40.8,-91.12,48.0,0.0
39.94,0.0,5251.0,1.0,41.0059,-91.1321,8.0,6.0,4.0,13.0,22.91760844856211,40.8,-91.12,48.0,0.0
11.61,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,6.0,6.0,16.0,10.0,380.2745190533778,40.8,-91.12,48.0,0.0
25.61,0.0,5541.0,1.0,40.8087,-91.117,5.0,3.0,30.0,7.0,0.9998068664728592,40.8,-91.12,48.0,0.0
11.27,0.0,4121.0,1.0,40.8087,-91.117,4.0,1.0,23.0,10.0,0.9998068664728592,40.8,-91.12,48.0,0.0
32.16,0.0,5094.0,1.0,37.42488662030914,-91.83121755030102,4.0,3.0,11.0,16.0,380.2745190533778,40.8,-91.12,48.0,1.0
73.92,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,4.0,1.0,9.0,10.0,380.2745190533778,40.8,-91.12,48.0,1.0
0.02,0.0,5499.0,1.0,37.42488662030914,-91.83121755030102,4.0,5.0,6.0,18.0,380.2745190533778,40.8,-91.12,48.0,1.0
105.81,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,4.0,3.0,4.0,19.0,380.2745190533778,40.8,-91.12,48.0,1.0
16.06,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,4.0,3.0,4.0,15.0,380.2745190533778,40.8,-91.12,48.0,1.0
86.0,0.0,5541.0,1.0,40.8087,-91.117,2.0,1.0,19.0,7.0,0.9998068664728592,40.8,-91.12,48.0,0.0
8.86,0.0,5311.0,1.0,30.4034,-81.7635,2.0,0.0,11.0,23.0,1430.5631690564787,40.8,-91.12,48.0,0.0
19.49,2.0,7832.0,1.0,30.2787,-81.5831,2.0,6.0,10.0,22.0,1451.6975777488035,40.8,-91.12,48.0,0.0
8.04,0.0,4121.0,1.0,30.348,-81.5882,2.0,0.0,4.0,10.0,1445.02200739146,40.8,-91.12,48.0,0.0
14.72,0.0,5813.0,1.0,40.817,-74.0,1.0,0.0,20.0,19.0,0.7783644865112969,40.81,-74.0,22.0,0.0
24.22,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,2.0,6.0,16.0,16.0,1562.777487250611,40.94,-74.24,89.0,0.0
32.98,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,2.0,0.0,10.0,16.0,1562.777487250611,40.94,-74.24,89.0,0.0
18.9,0.0,5921.0,1.0,32.7673,-96.7776,1.0,3.0,23.0,14.0,2193.135308259707,40.94,-74.24,89.0,0.0
381.0,2.0,3389.0,1.0,33.2649,-96.2076,1.0,2.0,22.0,11.0,2119.2619620430555,40.94,-74.24,89.0,0.0
35.52,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,1.0,2.0,8.0,8.0,1562.777487250611,40.94,-74.24,89.0,0.0
38.67,0.0,4121.0,1.0,40.9471,-74.2466,11.0,6.0,10.0,16.0,0.9646676331640612,40.94,-74.24,88.0,0.0
9.92,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,10.0,4.0,18.0,15.0,1562.777487250611,40.94,-74.24,88.0,0.0
30.92,0.0,4121.0,1.0,40.9471,-74.2466,9.0,0.0,23.0,7.0,0.9646676331640612,40.94,-74.24,88.0,0.0
29.19,0.0,4121.0,1.0,39.9874,-83.0456,8.0,1.0,27.0,7.0,752.105060629998,40.94,-74.24,88.0,0.0
20.66,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,7.0,5.0,27.0,15.0,1562.777487250611,40.94,-74.24,88.0,0.0
26.52,0.0,4121.0,1.0,40.9471,-74.2466,7.0,6.0,7.0,8.0,0.9646676331640612,40.94,-74.24,88.0,0.0
54.15,0.0,7349.0,1.0,40.9471,-74.2466,6.0,0.0,24.0,22.0,0.9646676331640612,40.94,-74.24,88.0,0.0
18.09,0.0,4121.0,1.0,40.9471,-74.2466,6.0,5.0,1.0,7.0,0.9646676331640612,40.94,-74.24,88.0,0.0
27.97,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,5.0,1.0,28.0,7.0,1562.777487250611,40.94,-74.24,88.0,0.0
15.88,0.0,5541.0,1.0,40.9471,-74.2466,5.0,5.0,25.0,14.0,0.9646676331640612,40.94,-74.24,88.0,0.0
22.82,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,5.0,6.0,12.0,6.0,1562.777487250611,40.94,-74.24,88.0,0.0
18.86,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,5.0,6.0,5.0,15.0,1562.777487250611,40.94,-74.24,88.0,0.0
25.18,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,4.0,3.0,18.0,16.0,1562.777487250611,40.94,-74.24,88.0,0.0
16.7,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,4.0,1.0,16.0,16.0,1562.777487250611,40.94,-74.24,88.0,0.0
22.9,0.0,4121.0,1.0,40.9471,-74.2466,3.0,3.0,21.0,15.0,0.9646676331640612,40.94,-74.24,88.0,0.0
15.99,0.0,5921.0,1.0,21.3295,-157.8615,3.0,6.0,17.0,14.0,7955.744523412028,40.94,-74.24,88.0,0.0
25.97,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,3.0,6.0,17.0,7.0,1562.777487250611,40.94,-74.24,88.0,0.0
18.8,0.0,4121.0,1.0,40.9471,-74.2466,3.0,0.0,11.0,16.0,0.9646676331640612,40.94,-74.24,88.0,0.0
31.36,1.0,4900.0,1.0,37.42488662030914,-91.83121755030102,2.0,3.0,28.0,13.0,1562.777487250611,40.94,-74.24,88.0,0.0
138.62,1.0,4900.0,1.0,37.42488662030914,-91.83121755030102,2.0,6.0,24.0,12.0,1562.777487250611,40.94,-74.24,88.0,0.0
21.4,0.0,4121.0,1.0,33.5761,-112.2344,2.0,1.0,19.0,16.0,3432.105761739336,40.94,-74.24,88.0,0.0
167.6,0.0,7922.0,1.0,40.9471,-74.2466,2.0,6.0,3.0,17.0,0.9646676331640612,40.94,-74.24,88.0,0.0
93.79,0.0,7538.0,1.0,29.5173,-95.0963,2.0,2.0,5.0,14.0,4.16300011402606,29.48,-95.1,50.0,0.0
64.18,1.0,5311.0,1.0,37.42488662030914,-91.83121755030102,2.0,2.0,5.0,6.0,933.8464391191914,29.48,-95.1,50.0,0.0
39.79,0.0,5814.0,1.0,29.5173,-95.0963,1.0,3.0,30.0,17.0,4.16300011402606,29.48,-95.1,50.0,0.0
75.82,0.0,7538.0,1.0,29.5173,-95.0963,1.0,1.0,7.0,14.0,4.16300011402606,29.48,-95.1,50.0,0.0
83.0,0.0,5499.0,1.0,29.5173,-95.0963,12.0,2.0,18.0,8.0,4.16300011402606,29.48,-95.1,49.0,0.0
32.54,0.0,5499.0,1.0,29.5173,-95.0963,12.0,0.0,16.0,8.0,4.16300011402606,29.48,-95.1,49.0,0.0
89.89,0.0,7538.0,1.0,29.5173,-95.0963,12.0,4.0,6.0,17.0,4.16300011402606,29.48,-95.1,49.0,0.0
16.81,0.0,5814.0,1.0,29.5173,-95.0963,12.0,6.0,1.0,11.0,4.16300011402606,29.48,-95.1,49.0,0.0
252.59,0.0,4814.0,1.0,29.5564,-95.144,11.0,0.0,4.0,15.0,9.50244361447544,29.48,-95.1,49.0,0.0
67.74,0.0,7538.0,1.0,29.5173,-95.0963,10.0,0.0,28.0,14.0,4.16300011402606,29.48,-95.1,49.0,0.0
105.08,0.0,7538.0,1.0,29.5173,-95.0963,10.0,5.0,26.0,17.0,4.16300011402606,29.48,-95.1,49.0,0.0
35.81,0.0,5912.0,1.0,29.5173,-95.0963,9.0,1.0,24.0,15.0,4.16300011402606,29.48,-95.1,49.0,0.0
86.3,0.0,7538.0,1.0,29.5173,-95.0963,9.0,0.0,23.0,11.0,4.16300011402606,29.48,-95.1,49.0,0.0
88.51,0.0,7538.0,1.0,29.5173,-95.0963,9.0,0.0,23.0,10.0,4.16300011402606,29.48,-95.1,49.0,0.0
80.93,0.0,7538.0,1.0,29.5173,-95.0963,9.0,3.0,5.0,17.0,4.16300011402606,29.48,-95.1,49.0,0.0
116.62,2.0,7538.0,1.0,29.5173,-95.0963,6.0,6.0,30.0,10.0,4.16300011402606,29.48,-95.1,49.0,0.0
46.52,0.0,5311.0,1.0,29.5617,-95.2721,6.0,5.0,29.0,6.0,18.969133323723973,29.48,-95.1,49.0,0.0
120.37,2.0,7538.0,1.0,29.5173,-95.0963,5.0,5.0,25.0,10.0,4.16300011402606,29.48,-95.1,49.0,0.0
108.99,0.0,7538.0,1.0,26.2154,-98.2359,5.0,3.0,2.0,17.0,476.21365318690687,29.48,-95.1,49.0,0.0
66.83,2.0,7538.0,1.0,29.5173,-95.0963,3.0,2.0,13.0,10.0,4.16300011402606,29.48,-95.1,49.0,0.0
92.14,0.0,7538.0,1.0,29.5173,-95.0963,3.0,5.0,2.0,16.0,4.16300011402606,29.48,-95.1,49.0,0.0
32.93,0.0,7349.0,1.0,36.9102,-121.7569,2.0,2.0,26.0,8.0,5.508467399546141,36.95,-121.72,63.0,0.0
23.56,0.0,7538.0,1.0,36.9102,-121.7569,2.0,5.0,22.0,9.0,5.508467399546141,36.95,-121.72,63.0,0.0
58.3,0.0,8043.0,1.0,36.9102,-121.7569,2.0,1.0,18.0,13.0,5.508467399546141,36.95,-121.72,63.0,0.0
80.0,2.0,4829.0,1.0,37.2827,-121.8265,2.0,3.0,13.0,7.0,38.18074661401057,36.95,-121.72,63.0,0.0
80.0,2.0,4829.0,1.0,37.2827,-121.8265,2.0,0.0,10.0,6.0,38.18074661401057,36.95,-121.72,63.0,0.0
80.0,2.0,4829.0,1.0,37.2827,-121.8265,1.0,1.0,28.0,18.0,38.18074661401057,36.95,-121.72,63.0,0.0
11.34,0.0,5541.0,1.0,36.9102,-121.7569,1.0,1.0,28.0,11.0,5.508467399546141,36.95,-121.72,63.0,0.0
60.0,2.0,4829.0,1.0,37.2827,-121.8265,1.0,0.0,13.0,18.0,38.18074661401057,36.95,-121.72,63.0,0.0
3.86,0.0,5812.0,1.0,36.9102,-121.7569,1.0,5.0,11.0,9.0,5.508467399546141,36.95,-121.72,63.0,0.0
50.01,0.0,5912.0,1.0,36.9102,-121.7569,1.0,5.0,4.0,9.0,5.508467399546141,36.95,-121.72,63.0,0.0
80.0,2.0,4829.0,1.0,37.2827,-121.8265,12.0,1.0,24.0,19.0,38.18074661401057,36.95,-121.72,62.0,0.0
2.78,0.0,5942.0,1.0,37.3108,-121.9623,12.0,2.0,18.0,10.0,45.50762130250558,36.95,-121.72,62.0,0.0
49.07,2.0,5311.0,1.0,36.9102,-121.7569,11.0,0.0,11.0,9.0,5.508467399546141,36.95,-121.72,62.0,0.0
17.72,0.0,7538.0,1.0,36.9102,-121.7569,10.0,0.0,21.0,14.0,5.508467399546141,36.95,-121.72,62.0,0.0
2.81,0.0,5812.0,1.0,36.9102,-121.7569,10.0,4.0,4.0,9.0,5.508467399546141,36.95,-121.72,62.0,0.0
140.0,2.0,4829.0,1.0,37.2827,-121.8265,9.0,4.0,27.0,6.0,38.18074661401057,36.95,-121.72,62.0,0.0
100.0,2.0,4829.0,1.0,37.2827,-121.8265,9.0,2.0,25.0,6.0,38.18074661401057,36.95,-121.72,62.0,0.0
28.18,0.0,7538.0,1.0,36.9102,-121.7569,9.0,1.0,24.0,9.0,5.508467399546141,36.95,-121.72,62.0,0.0
30.38,0.0,7230.0,1.0,36.9102,-121.7569,9.0,2.0,18.0,13.0,5.508467399546141,36.95,-121.72,62.0,0.0
13.17,0.0,5814.0,1.0,36.9102,-121.7569,9.0,0.0,9.0,11.0,5.508467399546141,36.95,-121.72,62.0,0.0
8.48,0.0,5812.0,1.0,36.9102,-121.7569,9.0,5.0,7.0,22.0,5.508467399546141,36.95,-121.72,62.0,0.0
10.79,0.0,5812.0,1.0,36.9102,-121.7569,9.0,0.0,2.0,10.0,5.508467399546141,36.95,-121.72,62.0,0.0
24.27,0.0,7538.0,1.0,39.7263,-104.8568,8.0,2.0,21.0,9.0,1500.39691175462,36.95,-121.72,62.0,0.0
120.0,2.0,4829.0,1.0,37.2827,-121.8265,8.0,1.0,13.0,16.0,38.18074661401057,36.95,-121.72,62.0,0.0
2.12,0.0,5411.0,1.0,36.9102,-121.7569,8.0,4.0,9.0,9.0,5.508467399546141,36.95,-121.72,62.0,0.0
120.0,2.0,4829.0,1.0,37.2827,-121.8265,7.0,1.0,16.0,16.0,38.18074661401057,36.95,-121.72,62.0,0.0
9.13,0.0,5311.0,1.0,36.9102,-121.7569,7.0,2.0,10.0,0.0,5.508467399546141,36.95,-121.72,62.0,0.0
7.15,0.0,5812.0,1.0,36.9102,-121.7569,6.0,6.0,30.0,11.0,5.508467399546141,36.95,-121.72,62.0,0.0
30.48,0.0,5812.0,1.0,36.9102,-121.7569,6.0,6.0,16.0,17.0,5.508467399546141,36.95,-121.72,62.0,0.0
13.09,0.0,5812.0,1.0,36.9102,-121.7569,6.0,3.0,6.0,10.0,5.508467399546141,36.95,-121.72,62.0,0.0
17.26,0.0,7542.0,1.0,36.9102,-121.7569,5.0,5.0,25.0,15.0,5.508467399546141,36.95,-121.72,62.0,0.0
52.55,0.0,5300.0,1.0,36.9102,-121.7569,5.0,5.0,25.0,9.0,5.508467399546141,36.95,-121.72,62.0,0.0
80.0,2.0,4829.0,1.0,37.2827,-121.8265,5.0,3.0,9.0,16.0,38.18074661401057,36.95,-121.72,62.0,0.0
32.03,0.0,7538.0,1.0,36.9102,-121.7569,4.0,5.0,6.0,11.0,5.508467399546141,36.95,-121.72,62.0,0.0
37.38,0.0,5814.0,1.0,36.9102,-121.7569,4.0,4.0,5.0,17.0,5.508467399546141,36.95,-121.72,62.0,0.0
10.63,0.0,5541.0,1.0,36.9102,-121.7569,3.0,3.0,28.0,11.0,5.508467399546141,36.95,-121.72,62.0,0.0
21.06,0.0,7538.0,1.0,36.9102,-121.7569,3.0,3.0,21.0,14.0,5.508467399546141,36.95,-121.72,62.0,0.0
100.0,2.0,4829.0,1.0,37.2827,-121.8265,3.0,4.0,8.0,18.0,38.18074661401057,36.95,-121.72,62.0,0.0
120.0,2.0,4829.0,1.0,37.2827,-121.8265,3.0,3.0,7.0,18.0,38.18074661401057,36.95,-121.72,62.0,0.0
56.73,0.0,5942.0,1.0,37.3108,-121.9623,2.0,2.0,20.0,9.0,45.50762130250558,36.95,-121.72,62.0,0.0
120.0,2.0,4829.0,1.0,37.2827,-121.8265,2.0,4.0,8.0,6.0,38.18074661401057,36.95,-121.72,62.0,0.0
26.81,0.0,7538.0,1.0,36.9102,-121.7569,1.0,0.0,21.0,14.0,5.508467399546141,36.95,-121.72,62.0,0.0
14.54,0.0,5310.0,1.0,36.9102,-121.7569,1.0,3.0,17.0,18.0,5.508467399546141,36.95,-121.72,62.0,0.0
24.08,0.0,7230.0,1.0,32.84,-97.225,11.0,3.0,28.0,16.0,2.628520502461796,32.86,-97.21,73.0,0.0
78.83,0.0,5300.0,1.0,32.84,-97.225,11.0,3.0,21.0,14.0,2.628520502461796,32.86,-97.21,73.0,0.0
79.24,0.0,5719.0,1.0,32.84,-97.225,10.0,1.0,8.0,21.0,2.628520502461796,32.86,-97.21,73.0,0.0
68.95,0.0,5719.0,1.0,32.84,-97.225,10.0,6.0,6.0,21.0,2.628520502461796,32.86,-97.21,73.0,0.0
33.33,0.0,5300.0,1.0,31.068,-98.1834,7.0,3.0,11.0,11.0,219.3982573620961,32.86,-97.21,73.0,0.0
39.45,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,4.0,5.0,27.0,11.0,704.6071494451633,32.86,-97.21,73.0,1.0
74.43,0.0,5094.0,1.0,37.42488662030914,-91.83121755030102,4.0,5.0,27.0,10.0,704.6071494451633,32.86,-97.21,73.0,1.0
130.46,0.0,7011.0,1.0,37.42488662030914,-91.83121755030102,4.0,3.0,25.0,12.0,704.6071494451633,32.86,-97.21,73.0,1.0
288.14,0.0,5411.0,1.0,37.42488662030914,-91.83121755030102,4.0,5.0,20.0,14.0,704.6071494451633,32.86,-97.21,73.0,1.0
123.9,0.0,5045.0,1.0,37.42488662030914,-91.83121755030102,4.0,5.0,20.0,13.0,704.6071494451633,32.86,-97.21,73.0,1.0
51.0,0.0,5499.0,1.0,37.42488662030914,-91.83121755030102,4.0,1.0,16.0,19.0,704.6071494451633,32.86,-97.21,73.0,1.0
12.21,0.0,5499.0,1.0,37.42488662030914,-91.83121755030102,4.0,1.0,16.0,19.0,704.6071494451633,32.86,-97.21,73.0,1.0
72.0,0.0,5499.0,1.0,37.42488662030914,-91.83121755030102,4.0,4.0,12.0,10.0,704.6071494451633,32.86,-97.21,73.0,1.0
11.01,0.0,5499.0,1.0,37.42488662030914,-91.83121755030102,4.0,4.0,12.0,10.0,704.6071494451633,32.86,-97.21,73.0,1.0
62.38,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,4.0,3.0,11.0,12.0,704.6071494451633,32.86,-97.21,73.0,1.0
138.43,0.0,5300.0,1.0,32.84,-97.225,1.0,3.0,17.0,7.0,2.628520502461796,32.86,-97.21,73.0,0.0
15.04,0.0,5912.0,1.0,32.84,-97.225,1.0,3.0,10.0,7.0,2.628520502461796,32.86,-97.21,73.0,0.0
1.07,0.0,5499.0,1.0,34.0487,-118.2084,1.0,2.0,1.0,17.0,0.9785637393149292,34.04,-118.21,69.0,0.0
70.55,1.0,4814.0,1.0,37.42488662030914,-91.83121755030102,12.0,6.0,22.0,15.0,2402.5330258575013,34.04,-118.21,68.0,0.0
9.08,0.0,5541.0,1.0,34.0487,-118.2084,12.0,4.0,20.0,12.0,0.9785637393149292,34.04,-118.21,68.0,0.0
80.0,0.0,4829.0,1.0,34.0699,-118.3492,10.0,1.0,29.0,14.0,13.247791258735775,34.04,-118.21,68.0,0.0
80.0,0.0,4829.0,1.0,34.0699,-118.3492,10.0,0.0,28.0,14.0,13.247791258735775,34.04,-118.21,68.0,0.0
38.75,0.0,5812.0,1.0,34.0487,-118.2084,10.0,0.0,7.0,20.0,0.9785637393149292,34.04,-118.21,68.0,0.0
-76.0,0.0,5499.0,1.0,43.0955,-79.0414,9.0,1.0,10.0,9.0,3515.7068813645137,34.04,-118.21,68.0,0.0
46.85,0.0,5651.0,1.0,34.0487,-118.2084,8.0,0.0,26.0,14.0,0.9785637393149292,34.04,-118.21,68.0,0.0
2.1,0.0,5499.0,1.0,34.0487,-118.2084,6.0,1.0,25.0,9.0,0.9785637393149292,34.04,-118.21,68.0,0.0
12.79,0.0,5411.0,1.0,34.0487,-118.2084,6.0,5.0,15.0,12.0,0.9785637393149292,34.04,-118.21,68.0,0.0
83.15,0.0,5912.0,1.0,34.0487,-118.2084,5.0,2.0,15.0,14.0,0.9785637393149292,34.04,-118.21,68.0,0.0
60.0,0.0,4829.0,1.0,34.0699,-118.3492,5.0,3.0,9.0,14.0,13.247791258735775,34.04,-118.21,68.0,0.0
11.52,0.0,5411.0,1.0,34.0487,-118.2084,4.0,3.0,25.0,12.0,0.9785637393149292,34.04,-118.21,68.0,0.0
18.27,0.0,5812.0,1.0,34.0487,-118.2084,4.0,3.0,18.0,20.0,0.9785637393149292,34.04,-118.21,68.0,0.0
1.66,0.0,5499.0,1.0,34.0487,-118.2084,4.0,4.0,12.0,17.0,0.9785637393149292,34.04,-118.21,68.0,0.0
10.7,0.0,5814.0,1.0,34.0487,-118.2084,3.0,6.0,31.0,12.0,0.9785637393149292,34.04,-118.21,68.0,0.0
1.83,0.0,5499.0,1.0,34.0487,-118.2084,3.0,0.0,25.0,17.0,0.9785637393149292,34.04,-118.21,68.0,0.0
0.72,0.0,5499.0,1.0,34.0487,-118.2084,3.0,6.0,3.0,17.0,0.9785637393149292,34.04,-118.21,68.0,0.0
81.51,0.0,8041.0,1.0,34.0487,-118.2084,1.0,3.0,31.0,9.0,0.9785637393149292,34.04,-118.21,68.0,0.0
92.47,0.0,8043.0,1.0,34.0487,-118.2084,1.0,4.0,11.0,14.0,0.9785637393149292,34.04,-118.21,68.0,0.0
2.1,0.0,5499.0,1.0,34.0487,-118.2084,1.0,5.0,5.0,17.0,0.9785637393149292,34.04,-118.21,68.0,0.0
45.9,0.0,5812.0,1.0,33.7498,-84.3169,2.0,0.0,24.0,19.0,1.2627293814827651,33.74,-84.31,46.0,0.0
2.92,0.0,5499.0,1.0,33.7865,-84.4454,2.0,4.0,21.0,9.0,13.542431687406085,33.74,-84.31,46.0,0.0
158.55,0.0,4814.0,1.0,33.8713,-84.4629,2.0,5.0,1.0,11.0,20.31588023593196,33.74,-84.31,46.0,0.0
85.0,0.0,5499.0,1.0,33.7865,-84.4454,12.0,6.0,29.0,8.0,13.542431687406085,33.74,-84.31,45.0,0.0
13.68,0.0,5812.0,1.0,33.311,-90.2316,11.0,5.0,30.0,7.0,550.9035056983715,33.74,-84.31,45.0,0.0
13.59,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,11.0,0.0,11.0,9.0,793.6491299091996,33.74,-84.31,45.0,0.0
4.25,0.0,5942.0,1.0,33.8206,-84.3549,10.0,0.0,14.0,9.0,9.876417047210296,33.74,-84.31,45.0,0.0
3.88,0.0,5499.0,1.0,33.7865,-84.4454,9.0,0.0,2.0,9.0,13.542431687406085,33.74,-84.31,45.0,0.0
149.07,0.0,4814.0,1.0,33.8713,-84.4629,8.0,4.0,9.0,17.0,20.31588023593196,33.74,-84.31,45.0,0.0
49.6,0.0,5300.0,1.0,33.7498,-84.3169,8.0,6.0,4.0,13.0,1.2627293814827651,33.74,-84.31,45.0,0.0
17.91,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,8.0,3.0,1.0,9.0,793.6491299091996,33.74,-84.31,45.0,0.0
15.38,0.0,5541.0,1.0,33.7498,-84.3169,7.0,0.0,8.0,6.0,1.2627293814827651,33.74,-84.31,45.0,0.0
19.73,0.0,5812.0,1.0,33.7865,-84.4454,6.0,6.0,2.0,7.0,13.542431687406085,33.74,-84.31,45.0,0.0
31.35,1.0,5311.0,1.0,37.42488662030914,-91.83121755030102,5.0,3.0,9.0,11.0,793.6491299091996,33.74,-84.31,45.0,0.0
5.18,0.0,5411.0,1.0,33.7498,-84.3169,4.0,5.0,27.0,10.0,1.2627293814827651,33.74,-84.31,45.0,0.0
131.94,1.0,5311.0,1.0,37.42488662030914,-91.83121755030102,4.0,4.0,19.0,14.0,793.6491299091996,33.74,-84.31,45.0,0.0
107.18,0.0,7538.0,1.0,33.7498,-84.3169,4.0,6.0,14.0,15.0,1.2627293814827651,33.74,-84.31,45.0,0.0
100.0,0.0,4829.0,1.0,33.8713,-84.4629,2.0,6.0,24.0,15.0,20.31588023593196,33.74,-84.31,45.0,0.0
11.79,2.0,5411.0,1.0,26.2315,-80.1235,2.0,5.0,22.0,8.0,0.6694483508744518,26.23,-80.13,92.0,0.0
23.81,0.0,5411.0,1.0,26.2674,-80.2092,2.0,1.0,18.0,6.0,8.926441084011671,26.23,-80.13,92.0,0.0
44.72,0.0,5311.0,1.0,26.2729,-80.2603,1.0,5.0,4.0,10.0,13.842279000332482,26.23,-80.13,92.0,0.0
150.96,2.0,5411.0,1.0,26.2315,-80.1235,12.0,0.0,30.0,13.0,0.6694483508744518,26.23,-80.13,91.0,0.0
19.98,0.0,5251.0,1.0,26.2315,-80.1235,9.0,6.0,8.0,18.0,0.6694483508744518,26.23,-80.13,91.0,0.0
15.72,0.0,5912.0,1.0,26.2315,-80.1235,6.0,5.0,22.0,8.0,0.6694483508744518,26.23,-80.13,91.0,0.0
58.14,0.0,5499.0,1.0,41.8167,-89.969,6.0,4.0,14.0,8.0,1952.784459064904,26.23,-80.13,91.0,0.0
15.67,2.0,5411.0,1.0,26.2315,-80.1235,6.0,6.0,2.0,8.0,0.6694483508744518,26.23,-80.13,91.0,0.0
15.94,0.0,5942.0,1.0,25.7763,-80.2919,5.0,6.0,26.0,9.0,52.98025852390168,26.23,-80.13,91.0,0.0
14.18,2.0,5912.0,0.0,26.2315,-80.1235,5.0,3.0,16.0,8.0,0.6694483508744518,26.23,-80.13,91.0,0.0
-53.0,2.0,5499.0,1.0,26.2315,-80.1235,5.0,2.0,8.0,7.0,0.6694483508744518,26.23,-80.13,91.0,0.0
15.2,0.0,5912.0,1.0,26.2315,-80.1235,3.0,3.0,28.0,8.0,0.6694483508744518,26.23,-80.13,91.0,0.0
15.91,2.0,5812.0,0.0,26.2315,-80.1235,3.0,6.0,24.0,10.0,0.6694483508744518,26.23,-80.13,91.0,0.0
76.47,0.0,5719.0,1.0,26.2785,-80.1157,2.0,3.0,21.0,19.0,5.578313526189212,26.23,-80.13,91.0,0.0
13.44,0.0,5814.0,1.0,26.2343,-80.0941,1.0,1.0,22.0,10.0,3.612555925975786,26.23,-80.13,91.0,0.0
25.48,0.0,5310.0,1.0,38.0056,-91.6076,1.0,1.0,21.0,11.0,1083.9916813826994,40.31,-79.38,49.0,0.0
10.45,0.0,5411.0,1.0,40.2926,-79.4103,1.0,2.0,8.0,8.0,3.2165107877609778,40.31,-79.38,49.0,0.0
12.56,2.0,5912.0,1.0,38.8635,-77.1939,12.0,0.0,23.0,8.0,246.89569192071065,40.31,-79.38,48.0,0.0
9.18,0.0,5912.0,1.0,40.2926,-79.4103,12.0,1.0,10.0,8.0,3.2165107877609778,40.31,-79.38,48.0,0.0
48.26,0.0,5499.0,1.0,40.212,-79.1978,12.0,3.0,5.0,9.0,18.91479033629569,40.31,-79.38,48.0,0.0
60.0,0.0,4829.0,1.0,40.7143,-79.7424,10.0,3.0,3.0,19.0,54.40254408316368,40.31,-79.38,48.0,0.0
0.3,2.0,5411.0,1.0,43.0871,-75.2315,8.0,3.0,15.0,13.0,462.47697250051385,40.31,-79.38,48.0,0.0
11.15,0.0,5921.0,1.0,40.2926,-79.4103,7.0,4.0,26.0,8.0,3.2165107877609778,40.31,-79.38,48.0,0.0
10.06,0.0,5411.0,1.0,42.3584,-71.0598,7.0,4.0,5.0,8.0,730.6958735610128,40.31,-79.38,48.0,0.0
1.18,0.0,5541.0,1.0,42.0794,-71.04,7.0,1.0,2.0,5.0,724.6806757867113,40.31,-79.38,48.0,0.0
